X1;X2;Y
-6.54;1.49;A
-5.13;1.36;A
-4.2;1.85;A
-6.14;-0.52;A
-6.48;3.27;A
-4.1;1.1;A
-7.01;1.8;A
-5.8;1.76;A
-5.15;1.36;A
-2.69;0.19;A
-3.59;0.43;A
-8.33;-0.38;A
-7.66;-0.49;A
-7.34;2.17;A
-4.83;5.28;A
-3.84;1.94;A
-4.03;3.5;A
-7.64;1.17;A
-6.36;0.2;A
-6.47;2.68;A
-6.08;2.38;A
-6.3;1.05;A
-7.47;2.28;A
-5.26;1.51;A
-4.77;2.83;A
-6.73;1.95;A
-2.07;-0.76;A
-1.98;3.66;A
-8.5;3.51;A
-6.07;4.13;A
-4.34;2.79;A
-5.18;2.38;A
-3.71;-0.47;A
-9.82;1.28;A
-5.31;1.37;A
-5.82;0.27;A
-5.75;2.49;A
-5.9;3.07;A
-6.38;2.03;A
-2.8;0.26;A
-4.33;0.56;A
-5.78;0.61;A
-3.56;4.28;A
-6.09;1.91;A
-6.43;2.08;A
-5.13;3.96;A
-6.34;3.39;A
-7.01;0.48;A
-3.53;2.2;A
-7.2;0.27;A
-8.51;1.86;A
-7.98;3.07;A
-5.2;2.29;A
-4.38;1.16;A
-7.69;-0.4;A
-7.29;2.6;A
-6.43;0.42;A
-4.29;0.42;A
-6.61;0.95;A
-4.38;0.66;A
-7.12;3.77;A
-9.02;-4.74;A
-5.81;-6.03;A
-6.78;-2.36;A
-8.23;-3.36;A
-6.72;-5.59;A
-8.23;-5.54;A
-7.52;-4.51;A
-6.38;-7.18;A
-7.02;-2.62;A
-2.91;-5.65;A
-4.1;-3.21;A
-5.33;-3.48;A
-5.52;-4.14;A
-5.94;-5.45;A
-5.84;-6.24;A
-8.32;-4.76;A
-4.62;-3.18;A
-7.91;-3.82;A
-5.78;-6.47;A
-3.75;-4.88;A
-5.93;-4.9;A
-5.29;-3.53;A
-6.96;-5.24;A
-8.06;-2.17;A
-4.02;-5.52;A
-7.07;-5.01;A
-6.45;-6.21;A
-5.41;-4.56;A
-5.7;-5;A
-5.79;-3.89;A
-6.29;-4.02;A
-3.15;-6.1;A
-9.11;-3.49;A
-5.24;-6.77;A
-4.88;-6.47;A
-8.12;-4.65;A
-4.75;-4.5;A
-6.98;-7.95;A
-8.31;-5.48;A
-6.82;-5.35;A
-4.85;-3.38;A
-4.66;-2.68;A
-5.97;-4.86;A
-4.51;-5.05;A
-7.67;-1.78;A
-8.85;-4.05;A
-5.73;-2.29;A
-5.42;-4.24;A
-6.75;-3.46;A
-4.68;-4.13;A
-5.95;-4.75;A
-5.47;-3.86;A
-3.85;-5.75;A
-6.31;-5.9;A
-8.05;-3.01;A
-8.69;-4.1;A
-6.41;-2.81;A
-6.84;-3.89;A
-4.54;-5.16;A
-6.81;-6.22;A
-5.31;-3.8;A
-4.36;-5.87;A
-7.16;-4.25;A
-4.77;-3.63;A
-8.23;-6.68;A
-6.39;-5.34;A
-6.48;-6.01;A
-7.07;-5.34;A
-7.43;-5.48;A
-7.5;-3.65;A
-6.25;-5.02;A
-5.61;-4.36;A
-9.44;-5.45;A
-5.71;-4.62;A
-4.44;-1.61;A
-6.51;-5.61;A
-7.81;-5.87;A
-5.42;-6.23;A
-7.62;-3.6;A
-5.55;-4.47;A
-9.42;-3.74;A
-4.5;-2.78;A
-2.95;-4.02;A
-5.88;-3.63;A
-5.2;-6.66;A
-6.45;-6.5;A
-4.5;-2.46;A
-6.44;-5.74;A
-7.92;-4.3;A
-7.2;-5.1;A
-6.71;-3.41;A
-6.08;-4.26;A
-6.04;-3.44;A
-7.53;-7.51;A
-6.28;-3.05;A
-7.36;-5.07;A
-6.7;-2.16;A
-6.52;-4.63;A
-8.43;-5.43;A
-4.42;-4.03;A
-8.66;-1.04;A
-7.44;-1.42;A
-3.82;-1.28;A
-7.18;-0.61;A
-7.14;-4.5;A
-5.18;-1.06;A
-7.13;-2.37;A
-7.98;0.31;A
-6.78;-0.37;A
-8.63;-1;A
-7.62;-3.79;A
-7.27;-2.26;A
-6.27;-1.59;A
-8.31;-0.63;A
-7.76;-3.58;A
-7.08;-0.54;A
-5.57;-1.35;A
-8.03;-0.11;A
-5.5;-1.08;A
-6.93;-1.45;A
-7.58;-2.2;A
-5.46;-2.35;A
-6.45;-2.43;A
-6.06;-0.08;A
-9.95;-2.06;A
-6.68;-1.98;A
-6.84;-2.59;A
-6.43;-0.89;A
-6.59;-2.15;A
-5.52;0.9;A
-6.54;-1.78;A
-8.88;-1.71;A
-5.63;-2.32;A
-5.87;-0.5;A
-8.22;-2.19;A
-5.91;-2.11;A
-8.02;-1.98;A
-9.23;-2.91;A
-7.29;0.55;A
-8.6;-2.37;A
-5.88;-1.37;A
-7.48;0.65;A
-7.84;-2.78;A
-7.46;-4.38;A
-7.3;1.65;A
-8.9;-1.84;A
-4.55;-1.03;A
-6.31;-2.05;A
-6.93;-2.86;A
-5.21;-0.05;A
-7.55;-0.78;A
-5.87;0.06;A
-8.84;-1.03;A
-7.34;-0.38;A
-6.7;-1.53;A
-6.35;-1.47;A
-8.19;-2.83;A
-5.69;-3.26;A
-4.56;0.01;A
-7.62;-0.22;A
-5.35;-2.55;A
-5.55;-0.11;A
-7.8;-1.15;A
-7.52;-0.7;A
-5.62;-0.11;A
-8.11;-4.56;A
-7.91;-1.02;A
-8.72;1.17;A
-7.83;-4.17;A
-8.03;-2.13;A
-7.12;0.32;A
-7.42;0.05;A
-6.21;-2.8;A
-4.44;-1.47;A
-6.47;-0.47;A
-5.91;-0.74;A
-7.18;-0.25;A
-9.52;-0.94;A
-5.25;-2.3;A
-6.2;-1.76;A
-7.9;-1.7;A
-8.13;-4.35;A
-3.88;-4.15;A
-6.35;-2.96;A
-8.15;-1.99;A
-7.62;-3.09;A
-3.28;-0.87;A
-6.61;-2.32;A
-6.53;-2.12;A
-7.69;0.43;A
-7.13;-1.57;A
-8.14;-2.56;A
-6.25;-0.54;A
-6.77;-2.84;A
-5.59;-0.54;A
-7.97;-3.86;A
-5.42;-1.49;A
-6.99;-1.5;A
-5.83;-2.39;A
-7.43;-1.87;A
0.09;-3.87;B
0.08;-3.64;B
-0.2;-1.67;B
0.13;-1.82;B
0.03;-2.24;B
0.64;-4.22;B
1.09;-5.36;B
-0.11;-2.79;B
-1.67;-2.39;B
1.04;-2.52;B
-0.61;-2.99;B
-0.12;-3.74;B
-0.94;-4.49;B
0.57;-1.13;B
2.44;-3.67;B
1.02;-3.04;B
-0.74;-3.66;B
-1.8;-4.31;B
1.63;-1.63;B
1.57;-1.23;B
-2.09;-2.06;B
-0.08;-2.95;B
0.6;-3.79;B
-1.43;-3.19;B
0.57;-5.14;B
0.73;-2.61;B
-0.96;-3.28;B
1.34;-1.47;B
1.91;-4.7;B
-1.57;-2.08;B
0.04;-3.33;B
2.43;-3.4;B
-0.16;-3.55;B
-0.05;-2.45;B
0.15;-0.85;B
-1.18;-2.28;B
0.69;-3.9;B
-1.86;-2.37;B
-1.33;-4.97;B
0.3;-5.01;B
0.25;-5.53;B
0.44;-2.35;B
1;-2.48;B
0.1;-2.91;B
1.4;-0.66;B
-1.32;-4.05;B
-1.29;-2.97;B
-0.78;-3.15;B
2.39;-2.58;B
-2.31;-7.19;B
0.15;-5.38;B
-2.1;-1.42;B
-0.85;-2.95;B
-4.84;-4.3;B
-1.04;-3.16;B
-0.08;-4.06;B
0.04;-1.92;B
1.97;-2.24;B
-2.6;-3.46;B
-1.02;-6.04;B
0.39;-4.72;B
-0.6;-1;B
-2.24;-2.13;B
-0.68;-3.73;B
0.97;-3.08;B
-0.5;-1.59;B
1.05;-5.48;B
-0.46;-2.48;B
-1.97;-4.86;B
-0.59;-2.64;B
-1.93;-5.41;B
1.11;-0.71;B
0.83;-2.55;B
2.38;-4.08;B
-0.5;-0.58;B
0.56;-5.3;B
-0.94;-2.64;B
-0.25;-4.2;B
0.78;-4.09;B
-0.42;-4.17;B
-0.7;-5.37;B
0.01;-3.26;B
-0.65;-1.92;B
-0.87;-2.87;B
-0.06;-2.46;B
1.32;-3.46;B
0.41;-0.88;B
0.88;-0.4;B
-0.27;-1.34;B
1.13;-2.57;B
-2.45;-3.99;B
-1.78;1.12;B
0.6;-1.93;B
-0.98;0.49;B
0.55;-3.94;B
-0.13;-2.49;B
1.41;-5.21;B
0.39;-2.09;B
0.18;-2.02;B
-0.97;-0.34;B
2.56;-2.78;B
4.06;-1.07;B
4.51;-0.1;B
2;0.48;B
1.53;-3.64;B
1.25;-3.92;B
3.97;-3.57;B
3.45;-2.11;B
-0.88;-3.21;B
0.03;-2.36;B
0.96;-2.88;B
1.87;0.58;B
3.3;-1.57;B
4.63;-3.36;B
-0.48;-3.27;B
0.92;-1.85;B
1.39;-3.1;B
1.63;-5.77;B
0.7;-3.66;B
4.18;-0.17;B
2.8;-1.38;B
1.01;-2.88;B
1.65;-1.72;B
2.56;-2.7;B
3.39;-3.03;B
2.59;-3.33;B
2.73;-2.59;B
0.23;-2.23;B
2.68;-1.95;B
0.8;-3.49;B
3.31;-2.94;B
2.77;-2.85;B
0.53;-0.99;B
0.67;-0.7;B
1.6;-1.14;B
1.41;-2.76;B
3.59;-4.93;B
-0.96;-1.05;B
1.16;-2.48;B
2.33;-2.38;B
2.65;-1;B
2.48;-2.89;B
0.17;-2.29;B
-0.77;0.63;B
1.7;-3.93;B
1.21;-1.35;B
6.47;-3.67;B
4.01;0.1;B
1.61;-3.02;B
-1.09;-4.27;B
1.89;-0.86;B
4.74;-1.72;B
-2.59;-2.89;B
3.16;-3.01;B
3.19;-2.5;B
2.85;-3.22;B
4.21;-3.34;B
1.95;-0.8;B
2.57;-1.92;B
2.71;-4.55;B
2.41;-2.15;B
0.29;-3.22;B
2.7;-1.69;B
3.16;-2.08;B
1.6;-4.66;B
1.17;-3.67;B
2.96;-2.52;B
1.58;-2.38;B
4.83;1.97;B
2.28;0.61;B
-1.49;-1.39;B
0.67;-0.11;B
3.69;-1.19;B
3.42;-3.49;B
2.22;-4.2;B
-0.23;-1.61;B
0.79;-3.11;B
4.28;-2.02;B
2.05;-5.18;B
4.33;-2.12;B
2.37;-3.7;B
3.31;-3.3;B
3.52;-3.41;B
2.85;-1.24;B
3.83;-2.67;B
2.21;-1.64;B
2.59;-0.02;B
2.54;-2.15;B
1.11;-1.24;B
2.48;-1.43;B
3.12;-2.23;B
1.22;-2.2;B
5.23;-3.92;B
1.69;-2.87;B
2.68;-2.81;B
2.74;-0.84;B
-1.34;-0.75;B
2.48;-1.12;B
-0.01;-1.19;B
3.88;-1.66;B
1.88;5.78;C
2.66;3.67;C
1.51;6.07;C
0.64;0.94;C
2.17;6.48;C
3.23;2.61;C
3.38;7.3;C
2.7;6.7;C
0.84;3.73;C
3.59;5.27;C
1.43;6.36;C
0.91;4.61;C
3.13;4.75;C
3.42;6.72;C
2.45;5.72;C
3.73;2.83;C
1.8;6.72;C
0.64;7.32;C
2.92;4.58;C
3.77;5.89;C
2.3;3.65;C
1.35;4.88;C
2.7;4.38;C
2.8;8.06;C
0.71;6.79;C
2.53;7.73;C
1.75;4.28;C
3.58;2.65;C
2.76;4.62;C
2.08;5.77;C
3.71;4.92;C
1.03;4.5;C
1.95;6.9;C
1.61;2.73;C
3.44;5.76;C
4.63;3.93;C
5.15;4.47;C
2.04;4.74;C
-0.06;3.82;C
0.74;5.24;C
3.65;4.95;C
2.41;6.5;C
2.58;5.54;C
3.77;5.33;C
0.79;4.66;C
1.9;5.06;C
3.23;5.51;C
3.28;6.06;C
1.33;4.79;C
3.93;3.52;C
0.13;6.36;C
1.94;3.53;C
2.15;7.54;C
1.83;9.38;C
3;4.76;C
0.09;5.4;C
0.59;6.78;C
0.87;6.51;C
-0.86;4.01;C
2.75;3.55;C
1.29;6.74;C
1.92;4.29;C
2.51;7.76;C
0.95;7.36;C
6.35;4.6;C
4.65;5.76;C
4.3;4.01;C
1.09;4.06;C
3.7;1.47;C
0.9;6.79;C
6.04;3.3;C
2.68;6.06;C
1.92;4.52;C
0.92;6.07;C
2.53;6.74;C
4.37;3.6;C
-0.63;4.64;C
0.24;3.99;C
2.51;3.29;C
4.56;4.4;C
0.58;6.18;C
3.83;7.45;C
1.43;5.36;C
4.24;5.62;C
-0.2;5.89;C
-0.37;3.91;C
4.29;6.48;C
1.79;5.5;C
2.59;5.99;C
4.98;4.32;C
1.26;4.13;C
4.4;4.38;C
1.11;7.49;C
0.15;3.99;C
0.5;6.23;C
3.02;2.63;C
3.6;2.72;C
1.85;5.14;C
3.73;5.3;C
3.1;7.37;C
7.33;1.65;C
7.09;-1.84;C
6.87;2.85;C
7.09;-0.33;C
5.74;2.03;C
7.58;1.65;C
8.03;2.56;C
9.43;-0.22;C
4.68;1.02;C
6.35;0.58;C
7.16;1.73;C
8.08;1.62;C
4.54;4.29;C
8.07;2.71;C
9.68;0.32;C
10.8;-0.26;C
9.41;1.1;C
6.24;3.08;C
6.63;2.78;C
6.66;0.12;C
4.91;1.28;C
6.88;3.17;C
5;2.35;C
6.63;2.67;C
6.68;0.51;C
8.96;-0.01;C
11.1;3.16;C
7.46;1.84;C
6.98;1.57;C
4.74;1.08;C
6.56;2.08;C
6.93;-0.62;C
5.69;2.4;C
6.39;1.13;C
5.61;0.25;C
4.22;0.98;C
8.21;1.46;C
8.06;4.04;C
9.21;1.32;C
6.29;2.94;C
6.97;2.23;C
8;2.74;C
5.07;1.05;C
6.42;1.36;C
7.29;2.4;C
5.83;-0.58;C
7.48;3.48;C
8.08;0.98;C
6.26;0.69;C
7.75;1.42;C
7.22;6.38;C
7.11;-1.41;C
8.01;-0.73;C
8.42;3.34;C
5.79;2.02;C
8.3;2.49;C
7.79;1.91;C
8.06;2.88;C
7.52;3.1;C
9.69;0.69;C
8.33;4.76;C
6.14;1.74;C
8.56;1.89;C
7.4;0.59;C
4.02;2.41;C
7.99;3.17;C
6.67;3.44;C
6.36;3.71;C
6.42;3.02;C
8.01;1.81;C
9.78;-0.01;C
8.18;2.87;C
6.81;1.81;C
6.28;-0.14;C
8.52;-0.47;C
7.03;2.94;C
7.78;1.49;C
7.98;1.71;C
7.21;1.89;C
7.11;0.02;C
7.04;0.35;C
7.64;2.06;C
7.98;1.98;C
6.6;0.2;C
5.38;-0.99;C
9.19;3.77;C
7.68;1.52;C
8.15;2.39;C
5.96;0.05;C
6.91;2.1;C
6.5;-0.76;C
5.52;3.78;C
9.04;2.88;C
7.32;1.42;C
6.9;2.9;C
7.16;0.49;C
6.42;2.04;C
8.92;0.85;C
6.21;4.55;C
6.1;0.2;C
7.51;-8.07;C
6.27;-6.94;C
9.1;-7.58;C
8.39;-8.37;C
8.37;-6.35;C
7.51;-5.88;C
7.6;-5.53;C
9.32;-5.23;C
8.45;-8.3;C
7.93;-6.63;C
6.39;-5.23;C
8.13;-7.07;C
9.64;-5.55;C
9.07;-6;C
5.4;-4.77;C
9.04;-4.83;C
9.57;-7.62;C
10.48;-1.93;C
8.54;-5.58;C
9.4;-5.84;C
9.2;-5.85;C
6.38;-4.37;C
8.32;-5.63;C
6.34;-5.76;C
8.59;-5.95;C
9.21;-4.98;C
8.77;-4.19;C
6.54;-4.53;C
9.24;-5.54;C
9.99;-8.76;C
10.92;-4.78;C
8.36;-7.64;C
8.88;-7.45;C
7.61;-6.92;C
9.11;-8.18;C
8.79;-2.49;C
9.96;-5.62;C
8.09;-6.36;C
9.51;-7.93;C
8.13;-6.6;C
6.32;-7.1;C
9.23;-7.66;C
9.18;-7.64;C
8.36;-5.95;C
10.34;-6.41;C
9.35;-6.37;C
9.51;-5.85;C
8.51;-7.68;C
10.55;-7.36;C
6.56;-6.91;C
8.56;-8.61;C
9.39;-4.94;C
10.96;-4.28;C
7.29;-8.28;C
10.97;-8.86;C
8.32;-4.78;C
3.82;-4.91;C
7.31;-5.35;C
9.4;-8.17;C
9.06;-7.25;C
9.05;-6.62;C
10.84;-7.41;C
9.67;-8.1;C
6.84;-4.55;C
10.48;-7.05;C
8.87;-7.66;C
7.02;-6.33;C
10.76;-6.27;C
9.22;-6.93;C
5.99;-7.61;C
8.91;-5.82;C
7.31;-6.27;C
7.35;-6.25;C
9.56;-6.25;C
8.83;-5.98;C
9.43;-6.26;C
7.93;-6.12;C
8.3;-6.26;C
5.64;-4.8;C
9.5;-8.46;C
8.87;-6.67;C
7.15;-8.27;C
5.35;-4.27;C
8.21;-5.86;C
6.56;-4.97;C
7.21;-5.95;C
9.18;-9.2;C
8.61;-5;C
6.41;-7.4;C
6.99;-5.9;C
8;-6.78;C
9.01;-6.45;C
11.41;-5.67;C
9.59;-7.55;C
9.54;-6.64;C
4.82;-7.97;C
11.03;-6.83;C
7.72;-9.86;C
8.4;-4.38;C
7.9;-7.18;C
1.88;-6.8;C
1.99;-7.03;C
4.87;-9.61;C
2.47;-9.55;C
4.41;-8.76;C
3.19;-8.97;C
2.45;-7.74;C
1.82;-6.27;C
1.36;-10.01;C
3.93;-7.11;C
2.7;-8.75;C
5.03;-10.91;C
4.37;-8.31;C
2.63;-12.26;C
2.66;-7.52;C
1.6;-8.36;C
3.83;-9.56;C
3.96;-9.14;C
1.02;-11.03;C
3.77;-8.86;C
4.6;-9.35;C
3.76;-8.61;C
2.31;-7.55;C
3.1;-10.98;C
2.11;-9.1;C
3.23;-9.92;C
4.1;-9.03;C
0.1;-7.7;C
3.89;-10.36;C
3.96;-9.33;C
2.98;-8.79;C
3.91;-11.38;C
2.97;-8.4;C
4.61;-8.77;C
0.96;-10.42;C
0.34;-8.13;C
3.07;-7.64;C
1.52;-8.97;C
1.52;-10.7;C
6.15;-8.01;C
0.93;-8.43;C
0.06;-7.92;C
3.1;-8.3;C
2.36;-10.9;C
3.04;-9.55;C
2.46;-9.12;C
1.35;-9.09;C
5.77;-9.72;C
3.18;-7.16;C
1.35;-10.09;C
3.67;-9.94;C
0.27;-10.65;C
1.97;-9.88;C
3.88;-10.03;C
3.05;-10.15;C
5.46;-8.39;C
3.55;-8.52;C
4.82;-10.51;C
2.66;-8;C
0.19;-7.01;C
1.35;-8.15;C
1.46;-10.13;C
0.92;-8.37;C
2.45;-11.06;C
3.28;-11.66;C
1.9;-7.47;C
0.94;-11.43;C
0.48;-8.84;C
1.74;-10.5;C
2.15;-8.63;C
1.08;-7.42;C
4.45;-10.8;C
2.52;-8.08;C
1.04;-9.09;C
2.85;-9.15;C
5.55;-10.5;C
3.74;-7.93;C
2.86;-9.72;C
5.87;-8.64;C
3.57;-9.87;C
0.68;-9.88;C
2.79;-7.12;C
1.82;-10.37;C
2.26;-8.9;C
4.08;-9.57;C
1.88;-10.79;C
2.28;-8.78;C
2.48;-9.05;C
5.15;-9.21;C
3.58;-9.04;C
4.16;-7.06;C
2.57;-10.05;C
4.11;-8.31;C
3.09;-8.82;C
1.72;-10.67;C
2.33;-9.09;C
2.89;-10.4;C
0.57;-7.79;C
2.49;-7.77;C
1.73;-10.02;C
8.58;-6.96;C
6.11;-7.49;C
4.25;-7.68;C
4.61;-9.12;C
6.31;-5.55;C
4.74;-9.46;C
7.23;-6.5;C
5.44;-7.49;C
5.82;-4.83;C
8.83;-5.13;C
3.89;-6.24;C
7.37;-6.5;C
6.07;-7.03;C
7.29;-8.3;C
5.24;-3.41;C
6.75;-9.15;C
4.88;-9.03;C
7.14;-4.07;C
5.64;-6.88;C
5.5;-5.69;C
7.61;-10.47;C
8.26;-6.95;C
4.7;-8.65;C
6.01;-9.52;C
8;-6.23;C
2.96;-7.28;C
4.54;-9.54;C
4.52;-6.75;C
3.79;-7.59;C
8.3;-7.61;C
5.11;-8.65;C
5.98;-7.49;C
6.2;-8.75;C
9.22;-7.46;C
5.29;-7.36;C
3.52;-5.43;C
5.35;-8.13;C
7.6;-7.23;C
4.88;-8.18;C
5.99;-8.32;C
6.36;-8.38;C
7.01;-7.58;C
4.46;-8.01;C
5.38;-6.51;C
5.11;-7.03;C
7.63;-8.42;C
8.08;-4.87;C
4.85;-6.96;C
6.12;-6.65;C
4.64;-7.4;C
7.54;-7.2;C
5.18;-8.37;C
3.25;-7.96;C
5.85;-6.06;C
5.17;-5.97;C
6.58;-8.15;C
6.26;-8.42;C
4.68;-8.12;C
7.34;-7.56;C
6.8;-7.68;C
7.24;-9.05;C
3.88;-6.3;C
5.44;-9.3;C
3.81;-8.96;C
8.41;-6.81;C
6.22;-7.03;C
4.23;-7.07;C
4.12;-7.34;C
6.19;-5.99;C
5.68;-6.34;C
6.42;-6.58;C
8.16;-6.25;C
5.2;-7.81;C
7.78;-7.47;C
6.41;-8.14;C
7.44;-9.07;C
4.67;-8.48;C
7.01;-7.85;C
6.28;-5.83;C
5.39;-6.29;C
5.11;-4.86;C
7.16;-5.39;C
4.99;-6.55;C
6.64;-8.13;C
3.54;-8.24;C
6.53;-7.01;C
8.25;-7.82;C
5.42;-6.77;C
4.1;-6.83;C
7.63;-8.64;C
4.13;-7.04;C
6.47;-9.54;C
7.3;-5.17;C
6.72;-4.6;C
6.29;-6.18;C
5.5;-7.45;C
7.16;-7.79;C
8.21;-9.05;C
8.31;-9.53;C
3.99;-9.81;C
7.9;-0.96;C
8.97;-4.73;C
6.94;-1.51;C
9.66;-2.2;C
8.87;-4.02;C
8.74;-1;C
9.38;-4.37;C
7.88;-2.53;C
4.77;-3.16;C
8.63;-0.54;C
8.57;-3.55;C
6.72;-2.96;C
8.26;-3.38;C
9.49;-1.47;C
8.61;-3.18;C
6.07;-3.92;C
9.24;-3.61;C
9.97;-1.62;C
9.13;-3.91;C
9.72;-4.28;C
7.26;-3.68;C
7.3;-1.89;C
8.66;-6.32;C
7.4;-1.51;C
5.99;-1.94;C
7.42;-3.02;C
7.29;-2.39;C
9.66;-2.19;C
8.76;-5.23;C
6.5;-1.89;C
7.3;-2.43;C
7.17;-4.17;C
7.18;-3.55;C
6.26;-1.38;C
7.07;-4.99;C
8.25;-3.14;C
8.35;-2.98;C
8.08;-3.06;C
5.27;-4.39;C
7.97;-2.8;C
9.34;-2.15;C
5.89;-2.32;C
9.18;0.64;C
7.6;-2;C
7.6;-1.89;C
6.66;-3.48;C
8.14;-3.6;C
7.26;-2.7;C
11.4;-2.08;C
8.94;-3.09;C
9.3;0.51;C
12.35;-1.22;C
8.43;-1.3;C
8.75;-2.57;C
7.47;-3.74;C
7.34;-5.53;C
8.86;-5.03;C
7.82;-2.79;C
7.57;-3.36;C
7.23;-3.71;C
5.49;-2.64;C
7.03;-3.9;C
6.27;-2.13;C
12.8;-3.3;C
5.71;-3.09;C
8.64;-2.04;C
8.8;-0.25;C
7.32;-4.3;C
9.71;-6.52;C
7.1;-4.69;C
5.8;-2.77;C
4.93;-3.63;C
8.07;-2.68;C
8.48;-2.84;C
7.4;-1.13;C
9.7;-1.88;C
6.14;-3.18;C
9.11;-5.5;C
9.09;-2.97;C
6.33;-2.78;C
11.16;-2.35;C
6.69;-4.36;C
6.82;-4.68;C
5.2;-3.39;C
6.44;-2.85;C
7.79;-2.33;C
9.12;-3.61;C
7.33;-1.76;C
6.3;-5.65;C
6.52;-2.5;C
6.93;-2.59;C
7.31;-2.21;C
7.44;-2.76;C
5.43;-3.42;C
11.02;-4.66;C
9.79;-2.23;C
7.04;-3.14;C
7.82;-2.6;C
9.19;-2.97;C
8.95;-0.67;C
3.42;6.32;C
6.85;3.33;C
6.08;2.56;C
2.67;4.24;C
5.32;1.59;C
3.95;2.66;C
4.57;2.67;C
3.16;2.81;C
2.95;2.77;C
4.04;-0.36;C
4.85;0.63;C
4.3;3.35;C
6.08;4.13;C
4.64;4.53;C
5.14;5.96;C
2.8;8.71;C
3.08;2.45;C
4.33;4.62;C
6.2;3.66;C
5.15;3.35;C
8.15;1.54;C
2.85;4.34;C
4.78;3.47;C
5.19;4.54;C
6.54;2.77;C
7.47;3.93;C
4.14;0.48;C
3.18;6.02;C
4.29;1.54;C
6.03;1.95;C
7.62;3.74;C
2.15;4.62;C
4.71;2.82;C
4.33;4.38;C
3.12;3.86;C
2.77;2.82;C
5.51;4.27;C
4.72;4.54;C
5.02;2.58;C
5.34;3.48;C
4.2;3.22;C
4.16;4.77;C
5.54;4.6;C
5.38;3.68;C
4.53;1.87;C
1.97;1.27;C
2.79;4.11;C
7.65;6.89;C
3.81;-0.08;C
6.19;3.9;C
2.78;2.72;C
5.26;3.65;C
4.84;3.73;C
7.48;3;C
4.74;5.36;C
3.2;3.84;C
2.37;4.64;C
6.66;5.09;C
1.35;3.63;C
3.72;3.33;C
3.88;4.33;C
5.9;3.47;C
4.06;2.48;C
4.39;3.37;C
6.55;2.94;C
2.87;2.79;C
4.2;4.1;C
3.64;4.39;C
6.22;6.06;C
7.63;0.3;C
3.32;2.49;C
4.01;4.73;C
5.68;2.25;C
2.8;6.65;C
3.43;2.01;C
