X1;Y
1.64;-0.51
0.84;-0.04
-1.72;-0.71
-1.72;-0.44
-1.67;-0.11
-1.36;-0.44
-1.4;-0.63
-1.92;-0.77
-1.95;-0.35
-2.16;-0.36
-1.97;0.08
-2.17;-0.34
-5.65;-7.19
-5.67;-7.17
-6.06;-7.17
-5.97;-7.5
-6.09;-6.71
-6.41;-6.79
-5.6;-7.35
-6.92;-6.73
-6.04;-6.48
-6.19;-6.73
-6.99;-6.73
-6.82;-6.34
-6.75;-6.85
-7.21;-6.38
-7.1;-6.4
-7.31;-6.15
-7.73;-6.86
-6.81;-6.54
-6.93;-6.36
-6.77;-6.29
-7.85;-7.81
-6.54;-8.35
-7.02;-7.71
-7.17;-7.07
-6.78;-7.65
-7.57;-8.48
-6.86;-8.22
-7.56;-7.4
-7.18;-7.63
-6.42;-7.95
-3.56;-2.83
-3.71;-2.67
-3.47;-1.78
-4.04;-2.48
-3.69;-2.58
-3.79;-2.37
-3.69;-3.07
-3.8;-2.6
-3.84;-2.36
-3.91;-2.67
-5.14;-3.76
-4.92;-4.31
-5.06;-3.89
-4.93;-4.21
-4.76;-3.48
-5.13;-4.22
-5.54;-4.1
-4.96;-3.74
-5.45;-3.65
-5.39;-4.46
0.15;1.71
-0.06;1.97
0.34;2.2
0.06;1.86
-0.03;1.43
0.07;1.83
-0.84;1.66
-0.23;1.84
-0.33;2.21
0.7;1.68
4.83;4.17
4.95;4.3
4.16;4.53
4.46;4.78
4.63;4.05
4.47;4.3
4.76;4.18
4.66;4.19
4.43;4.12
5.3;4.28
4.45;6.04
4.42;6.11
4.75;6.26
5.3;6.19
4.89;6.31
4.71;6.03
4.61;6.17
5;6.69
4.73;6.9
5.12;6.26
0.71;-1.2
0.52;-0.93
0.84;-1.38
0.72;-0.94
0.5;-1.5
0.79;-1.28
0.54;-1.19
0.42;-1.23
0.55;-1.1
0.87;-1.27
6.61;6.32
6.87;5.98
6.68;5.95
6.51;6.26
6.85;6.17
6.44;6.4
6.29;5.86
6.41;5.98
6.82;5.96
6.75;6.05
-2.86;-1.1
-3.14;-0.49
-3.16;0.07
-2.52;-0.22
-2.61;-0.26
-3.02;-1.14
-2.19;0.12
-2.72;-0.46
-2.86;-0.64
-3.02;-0.21
-4.07;-2.96
-4.87;-2.42
-4.3;-2.62
-4.61;-2.45
-4.17;-1.79
-4.7;-2.15
-4.9;-2.65
-4.06;-2.46
-4.11;-2.43
-4.18;-2
-2.56;0.7
-2.15;1.07
-2.45;1.1
-2.34;0.59
-2.14;0.79
-2.21;0.79
-1.57;1.14
-2.32;1
-2.11;0.3
-2.07;1.8
-0.15;2.65
-0.18;3.32
0.34;2.72
-0.36;2.42
-0.63;2.6
0.21;2.9
-0.24;2.66
-0.1;2.73
0.28;2.82
0.5;2.25
-4.3;-1.11
-3.97;-1.61
-3.64;-1.04
-3.76;-0.58
-4.31;-1.62
-3.62;-1.3
-4.35;-1.55
-3.55;-1.32
-4.02;-1.26
-3.1;-0.75
-6.41;-4.51
-6.02;-4.08
-6.19;-4.21
-6.12;-3.94
-6.57;-4.2
-5.98;-3.86
-6.34;-3.47
-6.16;-4.59
-6;-4.43
-6.53;-4.6
1.16;3.09
1.4;2.92
1.12;2.82
1.29;2.87
1.38;2.67
1.2;2.41
1.96;3.34
1.32;2.14
1.05;3.04
1.29;2.82
2.31;2.35
2.12;2.27
2.55;2.51
1.93;1.83
2.15;1.98
2.17;2.13
2.48;2.51
1.71;1.66
2.4;2.27
1.84;2.34
3.53;3.66
3.48;3.84
4.09;3.75
2.88;3.92
3.43;3.88
3.9;3.65
3.11;3.93
3.5;4.54
3.26;3.66
3.57;3.98
