X1;X2;Y
0.35;-2.52;B
0.34;-2.95;B
2.44;-0.66;B
1.63;-0.03;B
1.92;-0.48;B
1.68;0.09;B
2.03;-0.66;B
1.73;-0.72;B
1.94;-0.55;B
1.57;-0.19;B
1.66;-0.32;B
1.33;-0.39;B
1.52;2.63;B
2.23;1.88;B
2.11;2.79;B
1.51;2.28;B
2.12;2.36;B
2.11;3.08;B
2.19;1.88;B
1.9;1.99;B
1.77;2.48;B
2.33;2.61;B
