X1;Y
-8.49;-5.96
-5.95;-5.92
-6.53;-5.09
-5;-5.11
-7.08;-4.57
-4.15;-5.34
-5.9;-5.82
-5.3;-5.19
-5.95;-5.55
-4.05;-5.78
-5.42;-3.73
-5.62;-4.85
-6.31;-4.58
-3.59;-4.78
-4.88;-4.07
-6.42;-4.14
-7.59;-4.31
-4.76;-4.56
-4.88;-3.63
-6.1;-6.33
-5.61;-4.97
-4.03;-4.48
-4.12;-4.73
-6.32;-5.18
-7.78;-3.47
-6.31;-6.61
-5.61;-4.99
-3.93;-5.49
-5.19;-6.43
-3.26;-3.5
-4.63;-3.78
-5.51;-5.47
-6.16;-6.82
-5.86;-5.84
-6.2;-8.17
-4.21;-5.74
-4.73;-3.21
-7.28;-3.29
-4.83;-3.7
-6.27;-5.35
-6.87;-3.74
-5.36;-6.75
-5.96;-6.39
-6.89;-4.33
-4.6;-5.96
-4.57;-4.69
-5.52;-6.6
-6.77;-4.7
-7.23;-5.2
-4.53;-5.1
-6.92;-4.28
-5.41;-7.74
-6.28;-4.76
-2.55;-4.16
-4.91;-4.36
-4.6;-6
-5.17;-3.74
-6.54;-4.24
-4.62;-4.48
-4.06;-4.5
-6.11;-3.95
-4.64;-4.53
-5.01;-4.34
-3.83;-5.2
-5.13;-4.63
-4.46;-4.88
-5.15;-4.43
-3.86;-5.65
-5.57;-5.48
-4.54;-5.82
-5.53;-5.48
-5.25;-6.25
-6.62;-4.82
-5.05;-3.97
-5.98;-4.55
-4.85;-5.47
-6.34;-5.91
-5.1;-4.83
-5.89;-4.27
-4.36;-5.43
-5.71;-5.23
-4.76;-2.76
-3.78;-5.22
-6.45;-5.48
-1.08;-2.54
-2.83;-4
0.15;-3.49
-2.73;-3.71
-3.7;-2.26
-3.09;-5.07
-3.99;-4.52
-2.31;-3.78
-0.86;-4.05
-3.65;-4.4
-2.77;-4.65
-2.06;-4.15
-3.65;-5.18
-0.64;-2.17
-2.07;-2.4
-3.33;-4.51
-0.08;-5.16
-2.25;-3.33
-1.73;-4.51
-3.79;-4.46
-1.68;-3.72
-3.04;-5.49
-3.42;-2.64
-3.59;-5.29
-3.25;-4.11
-1.22;-2.89
-1.31;-4.11
-2.81;-3.46
-1.76;-5.16
-3.82;-5.18
-3.6;-3.9
-1.43;-3.25
-3.06;-5.34
-1.12;-6.1
-2.77;-3.12
-2.74;-4.36
-4.85;-6.72
-2.6;-4.1
-2.99;-3.9
-2.42;-5.51
-2.78;-4.4
-1.52;-3.08
-3.2;-3.93
-3.17;-4.62
-2.74;-3.32
-2.98;-5
-2.44;-5.24
-2.74;-5.43
-4.1;-3.16
-2.62;-2.44
-1.68;-1.87
-1.31;-4.78
-2.62;-4.71
-2.17;-4.06
-0.54;-2.74
-2.89;-5.72
-2.49;-5.2
-2.75;-3.68
-3.88;-3.7
-2.19;-4.97
-2.19;-4.59
-1.6;-4.76
-3.83;-4.35
-2.78;-4.49
-2.21;-3.08
-2.69;-3
-3;-3.79
-1;-3.1
-3.15;-4.25
-0.9;-4.18
-2.2;-5.45
-4.29;-4.54
-3.08;-3.36
-2.55;-3.55
-4.18;-4.31
-1.3;-2.11
-1.56;-4.88
-3.35;-2.96
-2.47;-4.75
-1.65;-5.1
-2.76;-5.3
-2.42;-5.09
-3.07;-4.56
-1.79;-3.68
-0.68;-5.97
-2.49;-4.32
-2.14;-4.21
-1.9;-2.81
-1.83;-3.54
-2.04;-3.46
-1.87;-4.72
-2.44;-4.8
-1.76;-5.54
-1.8;-5.3
-2.63;-3.79
-1;-3.73
-2.21;-3.82
-3.46;-3.46
-2.07;-4.25
-3.67;-4.3
1.92;-2.5
0.17;-3.3
1.62;-2.58
1.13;-2.89
0.26;-3.14
-0.13;-4.04
1.86;-4.14
0.33;-2.99
0.04;-2.84
1.93;-2.18
-0.53;-4.07
0.17;-3.27
0.09;-3.23
3.12;-2.46
-0.78;-2.93
1.5;-3.1
1.15;-2.92
0.31;-2.52
1.89;-3.1
-1.56;-2.03
1.26;-1.81
-0.81;-1.44
0.64;-0.78
1.27;-1.62
1.08;-2.87
0.61;-2.9
0.14;-1.44
-0.31;-3.24
0.37;-2.28
1.62;-2.72
1.14;-2.15
0.66;-1.69
0.49;-1.8
1.49;-2.2
1.39;-1.64
-0.68;-3.28
-0.09;-3.02
0.24;-3.35
-0.9;-1.05
1.06;-1.2
1;-3.41
-1.26;-2.72
0.9;-0.98
-0.63;-3.04
-0.11;-3.51
0.52;-2.94
0.32;-3.97
-0.31;-4.45
0.46;-2.29
-0.89;-3.34
-0.06;-3.29
-0.37;-1.3
1.39;-2.57
-1.38;-2.21
1.43;-1.71
0.29;-0.97
0.2;-4.45
-3.25;-1.7
-1.36;-2.8
0.58;-2.99
-0.42;-3.3
2.41;-1.52
-0.07;-2.58
1.12;-1.84
0.94;-1.15
1.44;-3.38
1.27;-3.92
1.09;-3.58
3.25;-3.02
0.2;-0.13
-0.02;-2.66
-1;-2.54
0.64;-3.3
1.97;-3.73
0.73;-0.83
0.3;-2.36
-0.09;-3.45
0.86;-1.8
1.85;-3.76
1.04;-2.78
1.35;-3.19
-0.12;-3.51
-0.31;-2.11
-0.52;-3.02
0.55;-2.47
-1.3;-2.69
1.45;-2.67
0.5;-4.4
0.63;-1.15
1.25;-3.62
0.73;-2.65
-0.36;-4.54
0.48;-1.57
-0.39;-4.01
1.63;-2.82
2.07;-3.15
2.23;-3.29
-0.79;-2.17
-0.72;0.81
-0.56;-1.66
2.39;1.36
4.04;-1.59
2.78;-2.01
3.8;-1.11
2.55;-0.88
2.84;-0.26
2.62;-1.62
4.33;-0.25
3.7;0.16
5.1;-2.97
3.59;-1.06
3.8;-0.89
3.46;-0.57
2.52;-1.02
4.07;-1.31
6.41;-1.65
4.41;-1.19
2.34;-1.46
2.62;1
3.16;-2.72
4.81;0.35
3.95;-2.01
3.11;-0.23
4.2;-1.83
3.22;-0.92
3.73;-2.99
3.94;-2.37
4.18;-1.75
3.92;-2.18
3.55;0.17
2.01;0.1
3.43;-1.19
3.64;-0.5
3.37;0.49
2.73;-0.62
3.75;-0.08
4.36;-1.15
3.95;-1
3.09;-0.22
3.37;-1.48
1.98;-0.35
2.98;-2.53
3.89;0.02
4.11;-1.42
2.18;0.04
3.25;-2.15
2.49;-1.07
3.16;-1.79
2.54;-0.52
3.47;-3.3
2.87;0.09
4.81;-1.96
3.59;0.58
3.18;-1.37
4.03;-1.26
3.14;-0.05
2.39;-1.79
2.77;-0.45
4.02;-0.65
2.97;-2.46
3.16;-0.44
4.02;0.18
2.27;1.97
1.71;-0.59
4.25;0.04
3.6;-1.83
4.58;-0.51
4.05;-1.6
4.02;0.61
1.85;-1.45
3.31;-1.28
3.82;-1.47
2.89;-1.57
2.59;1.59
3.47;-0.87
2.82;-1.37
4.13;-2.69
1.81;0.93
4.36;-1.7
2.75;0.36
4.03;-2.32
4.13;-0.58
2.68;-1.3
4.92;0.11
3.28;-0.5
2;0.17
5.72;0.37
2.18;-0.04
2.57;-0.28
1.26;-0.1
2.92;-0.29
2.31;-0.67
3.55;-1.5
4.44;-1.8
3.96;-0.63
3.88;0.27
3.88;-0.56
5.43;-0.36
2.57;-0.48
3.08;-1.23
5.25;2.63
6.72;1.72
4.66;2.02
5.3;1.47
5.73;2.74
4.73;0
3.93;3.12
5.77;1.23
5.96;0.39
4.84;1.89
5.68;0.12
4.2;2.61
5.6;0.82
5.3;1.33
5.58;-0.32
3.7;0.85
5.2;1.51
6.07;1.01
4.82;2.68
5;2.64
5.39;0.6
5.91;0.01
3.51;1.62
6.28;0.05
4.52;3.3
4.71;3.3
5.07;0.84
5.25;1.63
4.43;-0.21
4.94;1.96
5.21;1.58
4;0.36
4.67;0.33
3.42;1.45
3.89;3.61
7.04;1.71
3.79;2.02
4.43;2.14
5.13;1.21
4.44;3.86
6.42;1.64
5.41;2.43
3.27;2.25
5.39;0.8
2.62;2.4
5.01;0.74
3.76;1.02
6.68;1.4
4.07;2.87
3.93;0.48
4.36;0.65
4.18;1.18
3.96;1.29
7.11;1.75
4.75;1.04
6.15;0.37
4.36;1.11
4.94;1.97
4.97;0.63
4.59;0.17
5.85;2.47
3.43;0.91
6.4;1.16
5.92;2.45
3.64;1.15
4.91;1.9
4.65;1.25
3.09;-0.12
4.58;-0.3
3.82;1.93
4.71;1.07
4.35;0.83
5.55;2.53
2.95;1.16
3.54;-0.13
5.11;2.63
5.62;2.25
5.23;-0.01
3.77;0.77
5.05;3.01
5.02;-0.42
4.72;1.88
3.82;2.2
5.61;1.34
4.43;1.46
5.27;2.73
5.58;1.34
6.06;2.28
6.61;0.86
5.35;0.38
5.36;0.65
6.6;0.93
5.34;2.13
4.79;1.03
4.63;0.57
6.85;1.79
3.43;1.58
3.76;1.62
5.56;0.16
5.93;3.15
5.8;2.78
7.47;2.92
6.88;4.25
8.56;4.66
8.78;4.91
7.03;4.82
8.85;4.78
7.08;6.51
7.53;3.84
6.74;2.2
9.76;4.5
8.19;3.43
7.5;5.91
6.85;4.19
5.07;4.44
7.04;4.46
6.78;5.45
9.35;6.3
8.14;4.78
6;4.15
7.31;4.26
6.66;6.13
7.5;5.42
7.47;6.24
7.47;4.37
7.17;3.56
7.23;5.05
7.19;3.32
7.58;3.96
7.14;4.4
7.97;6.07
7.58;3.2
8.4;3.61
8.25;4.67
6.82;4.92
8.7;5.77
8;4.31
7.43;3.74
7.49;5.33
6.84;5.13
7.11;6.02
5.96;5.31
7.3;6.14
8.3;3.76
6.86;4.51
8.46;3.8
6.77;3.55
6.22;4.92
7.66;7.29
8.3;4.08
8.41;5.44
6.46;3.06
6.78;3.85
8.8;4.39
7.37;3.79
4.75;4.46
6.15;5.07
5.76;3.14
6.86;6.18
7.68;5.46
9.57;5.06
8.58;5.45
6.43;3.7
6.89;3.45
7.27;2.3
7.75;5.79
7.64;3.62
8.11;3.24
8.08;4.69
8.04;3.86
8.91;3.71
8.8;4.76
6.29;4.96
6.27;4.31
6.54;5.16
6.15;5.95
6.69;5.96
6.45;4.59
7.49;4.01
8.32;5.41
5.98;5
7.75;3.21
8.55;4.46
7.24;4.59
6.58;4.44
8.32;3.87
5.48;4.02
5.79;2.69
8.67;3.86
6.41;4.16
7.95;3.85
8.57;6.04
5.97;3.38
7.59;3.82
6.36;4.48
7.44;5.2
8.39;4.91
7.75;2.46
6.76;3.1
7.29;4.65
-5.88;-6.28
-7.23;-8.58
-8.3;-7.76
-8.49;-7.59
-8.52;-8.76
-6.54;-7.97
-6.87;-7.14
-7.01;-6.26
-7.78;-7.65
-8.35;-6.7
-6.54;-8.01
-6.11;-7.05
-6.06;-7.57
-8.58;-7.5
-8.19;-8.06
-7.54;-8.39
-7.74;-6.3
-7.18;-8.47
-6.96;-7.1
-6.62;-8.39
-6.95;-7.52
-6.72;-9.79
-7.2;-7.49
-7.92;-8.91
-6.82;-7.9
-5.89;-8.81
-5.92;-7.14
-7.98;-7.75
-6.68;-7
-7.22;-9.56
-8.27;-8.18
-7.79;-7.6
-6.88;-8.17
-5.65;-9.24
-7.95;-8.05
-7.13;-5.57
-7.68;-7.25
-5.52;-8.61
-7.82;-7.89
-7.58;-7.84
-8.4;-8.38
-7.53;-7.86
-8.64;-8.84
-7.8;-8.45
-7.29;-7.75
-5.82;-8.82
-6.46;-7.3
-8.15;-9.25
-4.91;-7.97
-7.04;-7.67
-8.18;-7.98
-8.08;-6.99
-8.58;-8.18
-8.53;-9.41
-5.89;-5.98
-6.01;-8.24
-7.11;-8
-5.45;-8.01
-8.91;-10.29
-9.05;-8.49
-7.53;-6.75
-8.04;-7.65
-9.06;-9.03
-7.21;-6.96
-7.89;-7.61
-8.33;-8.15
-7.15;-7.22
-6.66;-7.84
-8.24;-6.35
-6.94;-7.67
-6.55;-8.72
-8.4;-7.08
-7.31;-8.86
-8.4;-9.64
-6.91;-9.51
-9.88;-8.4
-7.38;-7.43
-7.07;-7.85
-5.66;-7.61
-7.83;-6.26
-8.26;-8.97
-7.5;-9.5
-6.58;-8.81
-7.74;-8.41
-7.23;-5.35
-8.75;-6.89
-8.97;-8.84
-7.3;-7.31
-8.76;-8.65
-7.36;-8.75
-6.49;-7.25
-7.1;-9.2
-7.29;-9.94
-7.54;-9.47
-9.25;-8.69
-4.89;-7.29
-7.98;-6.97
-7.99;-7.39
-7.24;-8.31
-7.99;-7.88
-4.95;-4.6
-5.17;-4.05
-4.28;-2.14
-5.36;-3.45
-6.07;-3.14
-4.2;-2.96
-5.06;-5.22
-3.38;-4.52
-3.75;-2.26
-5.91;-3.3
-3.83;-5.14
-6.56;-3.39
-6.23;-2.73
-4.16;-2.72
-5.13;-3.33
-6.45;-3.11
-4.78;-2.92
-4.25;-4.55
-5.37;-2.65
-4.74;-4.87
-5.91;-3.84
-6.52;-2.48
-4.5;-3.76
-5.46;-4.71
-3.96;-1.83
-5.92;-3.62
-4.13;-3.99
-3.6;-2.25
-3.92;-3.65
-3.68;-5.56
-3.56;-2.57
-4.08;-3.59
-4.63;-4.3
-5.04;-3.91
-5.38;-4.62
-6.55;-3.54
-5.72;-4.22
-4.08;-5.09
-4.9;-4.29
-5.64;-2.51
-5.02;-3.44
-4.74;-2.96
-4.42;-3.12
-4.93;-4.54
-5.15;-0.49
-5.89;-4.09
-5.07;-2.66
-2.99;-0.72
-5.31;-4.24
-6.75;-3.49
-5.85;-3.27
-3.86;-3.09
-3.61;-4.03
-4.97;-4.07
-5.99;-2.38
-4.4;-2.58
-5.06;-3.76
-5.16;-4.4
-4.6;-5.64
-3.73;-4.47
-3.76;-5.03
-4.87;-2.67
-1.81;-1.97
-3.3;-3.99
-3.45;-3.55
-6.31;-2.44
-4.44;-2.91
-5.19;-5.05
-6.47;-4.73
-6.05;-2.19
-3.99;-4.29
-4.56;-2.82
-4.86;-4.75
-5.17;-1.77
-5.3;-3.69
-3.15;-4.02
-3.92;-4.25
-5.99;-2.98
-5.16;-2.86
-3.99;-4.98
-4.31;-4.24
-4.3;-2.63
-2.65;-3.72
-7.05;-1.97
-4.52;-1.78
-5.45;-5.27
-4.91;-2.71
-3.93;-3.02
-4.44;-2.22
-5.1;-3.91
-3.9;-3.64
-3.93;-3.63
-5.1;-2.52
-4.44;-4.1
-5.25;-3.69
-5.08;-3.73
-4.76;-3.33
-3.68;-4.5
-4.11;-3.51
-5.75;-3.49
-2.28;0.49
-2;-1.94
-3.24;0.98
-1.8;-1.4
-1.58;0.7
0.17;-2.38
-1.59;-0.26
-1.15;0.18
-1.75;-2.56
-3.25;-1.56
-3.88;-0.64
-0.71;-0.14
-1.49;-1.57
-1.9;-1.23
-2.52;0.09
-1.92;-1.81
-1.98;-4
-2.05;-1.24
-1.9;-2.91
-2.23;-0.68
-2.42;-1.25
-1.08;1.12
-2.26;-1.25
-1.85;-0.84
-2.72;0.62
-0.69;-1.08
-1.06;-0.54
-1.25;-1.03
-1.37;-2.24
-0.05;-0.41
-1.97;-0.38
-3.07;-0.6
-1.72;-0.78
-2.38;-0.96
-0.94;-1.7
-2.88;-1.12
-1.76;-2.84
-2.47;-2.97
-1.05;-1.88
-1.9;-1.75
-1.98;-0.62
-1.79;-0.36
-1.69;-0.13
-0.96;-1.32
-3.39;1.52
-0.64;-0.78
-2.05;-1.22
-2.03;-0.75
-1.73;-1.16
-2.38;-0.51
-2.01;-1.18
-2.02;-0.8
1.27;-0.29
-1.52;-2.53
-1.61;-0.44
-2.31;-2.32
-0.6;-1.7
-2.33;-0.77
-2.02;-1.99
-1.46;1.68
-3.44;-0.19
-2.65;-1.19
-1.47;-1.51
0.99;-0.93
-0.43;-0.62
-3.31;-2.5
-2.07;0.1
-2.42;-2.79
-1.51;-0.92
-2.39;-1.42
-3.49;-1.64
-2.64;-1.21
-1.08;-0.87
-0.74;0.9
0.21;-3.11
-1.21;-1.04
-0.74;1
-2.7;-1.32
-1.53;-0.98
-1.08;-1.8
-0.66;-0.77
-2.45;-0.3
-2.08;-1.9
0.35;-2.54
-0.65;-1.13
-1.66;-1.74
-2.06;0.33
-1.38;-0.19
-1.21;1.42
-0.52;-1.17
-2.38;-1.84
-2.24;-1.5
-2.74;-0.3
-1.78;-0.01
-2.12;-1.24
-3.22;-0.94
-0.76;-1.08
-1.83;-0.81
-3.42;-1.11
-2.79;-0.98
-2.87;-8.1
-2.92;-6.25
-3.95;-6.06
-4.12;-7.83
-3.27;-7.94
-1.98;-8.68
-1.48;-7.16
-4.61;-9.38
-2.78;-5.65
-3.49;-8.3
-1.94;-7.9
-3.65;-7.08
-1.36;-8.99
-3.77;-7.11
-4.19;-8.6
-3.62;-9.71
-5.2;-6.83
-1.93;-6.82
-3.83;-8.7
-4.08;-8.8
-4.88;-7.44
-1.96;-7.32
-4.36;-7.24
-4.48;-8.54
-3.17;-8.78
-3.65;-6.6
-3.08;-8.19
-2.65;-6.36
-4.46;-6.86
-2.62;-7.05
-2.97;-6.62
-4.55;-8
-3.09;-6.46
-4.75;-7.86
-2.94;-7.96
-4.27;-6.84
-4.29;-7.09
-2.5;-7.76
-3.63;-7.63
-6.24;-6.3
-3.44;-7.27
-4.81;-8.3
-2.96;-8.89
-4.44;-7.38
-3.49;-7.83
-5.53;-6.31
-5.25;-8.64
-3.24;-7.12
-4.16;-8.08
-3.68;-8.32
-2.67;-8.32
-3.51;-5.37
-3.93;-5.9
-5.17;-6.28
-4.56;-8.3
-4.36;-7.39
-6.2;-7.07
-5.11;-8.51
-2.06;-9.8
-3.98;-9.08
-2.27;-8.41
-5.34;-7.47
-4.15;-7.52
-3.24;-6.67
-5.44;-8.1
-3.1;-7.33
-4.2;-7.72
-4.82;-6.59
-4.8;-8.07
-2.55;-9.09
-3.68;-7.7
-3.95;-8.47
-4.24;-7.11
-3.96;-8.11
-2.94;-6.93
-4.55;-7.83
-3.07;-7.33
-4.27;-7.76
-2.53;-7.5
-3.8;-10.07
-4.13;-7.97
-2.8;-6.93
-2.97;-8.13
-4.78;-7.3
-3.1;-7.32
-1.68;-5.68
-5.01;-8.13
-3.89;-9.21
-4.38;-8.52
-3.7;-4.49
-3.77;-9.54
-4.94;-6.4
-4.41;-6.71
-4.29;-7.34
-4.16;-6.64
-3.81;-7.33
-4.4;-6.01
-3.64;-6.29
-3.57;-7.95
-4.44;-8.95
-0.34;-7.19
-0.21;-4.69
0.25;-5.61
-1.57;-6.43
1.28;-6.22
-0.45;-5.99
-0.89;-7.48
-0.56;-5.46
-0.3;-5.12
-0.6;-5.15
0.64;-7.21
-2.27;-7.25
-1.59;-7.57
-0.08;-7.06
0.38;-5.94
0.38;-5.68
-2.87;-5.51
-0.77;-8.21
-1.14;-5.88
-1.14;-6.95
-0.15;-6.9
-1.68;-6.28
0.86;-6.74
0.43;-6.34
0.05;-7.24
-1.3;-7.06
-2.04;-8.05
0.96;-6.29
0.3;-6.69
-1.17;-5.79
0.07;-6.04
0.6;-6.55
-0.92;-6.92
-1.05;-6.54
-1.14;-5.08
-1.07;-7.81
0.7;-5.55
0.26;-5.37
-0.6;-6.89
0.53;-4.98
0.77;-7.11
1.1;-4.73
-0.35;-6.66
-0.62;-6.37
-0.04;-5.61
-1.25;-6.13
0.48;-5.74
-1.32;-7.99
-1.2;-5.33
-1.16;-6.04
-3.13;-6.13
-0.24;-4.75
-1.74;-7.77
-0.95;-5.13
-0.5;-6.47
-1.05;-6.51
-0.51;-6.41
-0.49;-8.32
0.65;-7.73
0.59;-4.63
0.93;-5.93
-0.6;-5.39
-0.69;-7.46
-0.5;-5.37
0.86;-4.73
-0.51;-5.71
-0.44;-6.65
-0.54;-6.55
-0.43;-7.15
0.09;-5.87
0.49;-5.57
-0.88;-4.94
-1.29;-6.99
-1.41;-5.99
0.01;-5.95
-0.88;-6.44
-0.2;-5.55
-0.9;-4.44
-2.09;-6.94
-1.59;-6.25
1.32;-5.96
0.24;-4.1
0.23;-5.99
-1.82;-5.67
-2.5;-5.18
-1.92;-4.85
-1.76;-5.75
-1.11;-7.85
-0.8;-5.86
-1.53;-5.43
-1.34;-6.41
-1.71;-8.5
0.04;-5.11
0.12;-5.85
-1.41;-6.68
-0.4;-6.05
0.01;-5.91
-0.69;-6.61
-1.55;-6.78
-1.35;-5.43
-1.3;0.43
0.39;0.18
0.41;-0.12
-0.44;1.27
-1.02;0.58
1.62;0.16
2.29;-0.13
1.25;0.9
0.34;0.74
0.71;0.85
0.8;0.31
2.48;0.73
-0.63;1.02
0.43;0.49
1.42;1.26
-0.56;-0.01
1.3;1.54
1.17;0.7
-0.43;0.19
0.75;1.39
0.86;-0.32
-0.01;0.4
-0.76;0.19
1.48;0.37
-0.38;0.85
0.04;0.34
0.26;0.82
-2.18;1.09
1.05;1.49
1.14;-1.12
1.04;1.21
1.22;0.27
1.77;-0.99
0.63;0.9
-1.09;-0.41
1.05;0.79
1.28;-1.53
-0.62;1.2
0.63;1.65
-0.81;-0.04
2.3;-0.16
-0.65;2.19
1.37;0.2
-0.04;-0.74
0.24;2.03
0.98;-0.5
0.36;-0.19
1.24;0.14
0.66;0.14
-0.33;-0.32
0.9;-0.32
-0.83;0.67
-0.64;0.02
2.67;-0.74
0.61;2.23
1.25;0.34
-0.88;0.21
0.06;1.01
0.8;1.3
-1.12;0.61
-1.51;2.82
0.95;1.04
-0.12;0.19
1.19;-0.97
-1.38;0.08
-1.32;0.73
1.04;0.46
-0.4;-0.03
-0.29;-1.08
0.63;-0.25
-0.03;0.27
0.53;-0.09
0.74;0.32
0.38;-0.27
2.7;0.45
0.14;1.13
1.49;0.14
-0.67;1.46
1.11;0.89
0.16;0.32
0.81;1.51
0.17;2.32
0.4;0.93
-1.27;1.35
-0.56;-0.75
-0.95;0.85
0.78;-0.23
0.94;0.89
-0.2;-1.07
1.1;0.54
1.2;2.51
1.67;1.63
-1.22;-0.75
0.47;1.5
0;1.43
1.77;0.72
-0.36;0.08
1.06;0.13
1.94;1.73
0.93;1.01
2.58;-4.77
2.44;-4.31
-0.48;-5.11
2.31;-6.11
2.74;-2.97
2.76;-3.5
3.14;-5.29
1.99;-5.57
1.7;-4.95
2.79;-4.21
1.75;-5.37
4.18;-4.91
1.05;-5.6
1.68;-5.15
1.55;-4.47
2.7;-2.87
1.88;-5.48
-0.33;-4.05
2.89;-5.53
2.22;-4.53
0.45;-3.7
1.77;-4.19
2.48;-3.78
3.35;-5.17
3.4;-6.11
2.81;-5.71
2.1;-3.96
2;-4.87
2.78;-4.33
2.45;-5.36
1.8;-4.85
2.5;-4.45
4.48;-4.29
3.6;-4.57
2.03;-4.81
1.15;-3.97
2.88;-3.08
1.33;-5.78
1.48;-3.65
2.47;-4.65
-0.09;-5.92
2.59;-4.37
2.64;-3.27
2.92;-5.63
1.87;-5.06
1.5;-3.98
1.9;-4.21
1.69;-5.53
1.41;-2.24
2.84;-3.34
1.73;-4.78
1.52;-2.92
3.07;-5.07
2.8;-5.99
0.86;-5.18
0.18;-4.39
2.78;-6.91
1.86;-3.78
3.35;-4.72
3.5;-2.31
3.28;-5
2.49;-4.96
1.93;-6
1.95;-3.94
2.86;-5.83
3.5;-4.56
2.76;-4.7
2.69;-4.62
2.23;-4.16
0.88;-3.44
2.59;-1.95
4.76;-4.74
0.55;-4.5
3.15;-5.22
0.44;-5.58
1.6;-4.9
0.74;-4.91
2.53;-5.14
1.76;-4.12
1.84;-5.32
2;-2.53
2.71;-5.38
2.4;-5.45
2.45;-3.38
1.63;-3.46
3.11;-4.88
1.78;-3.91
1.99;-5.49
0.77;-4.06
1.49;-2.75
2.19;-5.53
1.27;-4.99
3.12;-3.69
3.85;-3.48
2.53;-4.1
1.46;-4.88
1.54;-5.02
1.63;-4.07
3.81;-5.65
1.85;-3.2
0.83;4.03
1.19;3.19
3.21;2.65
1.63;3.87
1.7;3.33
2.77;2.64
1.31;2.91
1.21;2.02
4.46;1.3
1.24;1.68
1.94;3.86
1.63;5.29
0.6;1.7
0.29;2.31
1.25;3.71
1.35;1.71
1.01;3
0.88;2.43
1.56;3.2
1.91;3.68
2.25;2.32
4.19;2.54
2.06;2.24
-0.12;4.17
1.24;0.59
1.85;3.25
4.16;2.96
0.81;2.44
0.86;2.29
2.8;4.41
2.42;2.56
1.32;3
1.88;2.23
5.11;2.38
1.57;3.92
2.26;3.39
1.15;3.83
1.08;3.14
0.92;1.03
2.06;4.16
2.77;2.29
2.65;1.84
3.22;3.3
1.6;3.8
0.81;2.43
1.49;3.43
-0.23;3.16
3.99;1.26
0.7;2.83
1.86;3.7
2.98;2.76
0.92;2.65
0.88;2.85
0.19;2.97
1.95;3.83
2.4;2.79
1.99;3.65
0.63;3.66
2.41;1.19
1.42;1.89
0.89;0.89
1.88;3.61
0.62;2.21
0.38;3.27
0.05;1.91
3.47;2.89
1.17;2.69
1.5;0.63
1.11;1.43
1.58;2.93
2.82;1.62
1.09;3.11
-0.5;2.72
-0.02;3.47
0.74;2.06
1.05;2.05
2.83;3.15
-0.81;3.08
2.05;1.44
-1.03;2.37
1.37;2.58
1.57;2.4
2.26;1.9
1.79;3.74
1.78;1.49
4.3;0.57
0.05;1.8
2.3;2.65
0.81;1.06
0.93;3.28
4.12;2.56
0.31;3.57
1.85;3.74
0.98;4.17
1.04;1.91
0.54;4.45
3.48;3.58
2.59;1.4
1.89;3.8
0.88;2.57
3.63;8.63
3.2;5.24
2.4;7.95
3.81;6.71
3.87;7.43
3.18;7.6
3.02;6.32
2.78;4.92
2.25;6.75
3.64;6.37
4.26;7.35
2.15;5.7
2.24;6.41
3.73;6.73
2.64;5.35
