"X1";"X2";"Y"
-3.22;-3.54;1
-3.36;-3.16;1
-5.05;-3.01;1
-5.19;-2.24;1
-4.16;-4.66;1
-2.9;-3.48;1
-4.08;-5.07;1
-2.94;-2.13;1
-5.23;-4.99;1
-4.27;-3.31;1
-4.07;-5.63;1
-3.05;-4.93;1
-3.82;-4.17;1
-4.48;-4.53;1
-3.98;-2.72;1
-5.47;-3;1
-3.29;-4.43;1
-3.72;-4.6;1
-4.72;-3.87;1
-4.44;-2.77;1
-2.88;-3.39;1
-3.46;-5.01;1
-5.41;-3.5;1
-3.2;-4.32;1
-3.82;-3.86;1
-3.47;-4.98;1
-2.9;-3.49;1
-3.84;-2.7;1
-1.78;-2.79;1
-2.89;-3.65;1
-1.38;-4.01;1
-3.56;-4.06;1
-2.17;-0.67;1
-5.57;-4.3;1
-4.09;-4.42;1
-4.57;-2.79;1
-4.28;-3.41;1
-5.88;-5.2;1
-3.81;-4.25;1
-4.37;-6.01;1
-3.82;-3.15;1
-4.46;-3.99;1
-2.78;-4.35;1
-3.55;-3.69;1
-2.51;-4.17;1
-2.51;-4.08;1
-3.41;-3.85;1
-4.06;-4.67;1
0.21;-2.61;1
-5.07;-4.85;1
-3.03;-3.19;1
-4.21;-7.07;1
-5.37;-4.66;1
-4.18;-4.49;1
-1.45;-4.82;1
-2.38;-4.7;1
-5.71;-8.61;1
-4.17;-8.84;1
-5.87;-8.94;1
-4.37;-7.99;1
-6.2;-9.15;1
-3.31;-10.53;1
-3.6;-8.44;1
-5.51;-9.04;1
-3.97;-10.65;1
-5.38;-10.44;1
-5.08;-8.73;1
-4.65;-9.5;1
-6.58;-9.33;1
-4.03;-8.74;1
-5.45;-9.03;1
-4.3;-8.42;1
-4.98;-8.54;1
-5.11;-9.04;1
-5.34;-9.84;1
-4.72;-6.35;1
-3.67;-9.28;1
-4.15;-9.21;1
-5.02;-8.56;1
-4.46;-8.9;1
-3.9;-9.21;1
-4.31;-11.55;1
-4.47;-7.83;1
-3.77;-7.14;1
-5.11;-8.39;1
-5.09;-8.23;1
-3.9;-9.57;1
-4.16;-7.94;1
-5.92;-10;1
-5.75;-9.29;1
-3.81;-8.67;1
-5.31;-8.49;1
-4.08;-10.25;1
-5.12;-10.04;1
-5.88;-9.08;1
-4.81;-9.03;1
-3.31;-9.29;1
-2.66;-9.46;1
-4.93;-8.48;1
-4.06;-8.1;1
-4.43;-9.59;1
-3.36;-9.78;1
-4.9;-9.83;1
-5.13;-10.4;1
-5.09;-9.74;1
-2.78;-8.24;1
-5.45;-8.98;1
-4.5;-8.14;1
-3.86;-7.73;1
-5.02;-8.75;1
-4.76;-8.51;1
-4.69;-8.08;1
-4.08;-8.9;1
-3.42;-9.71;1
-2.53;-9.53;1
-4.57;-8.75;1
-4.54;-8.44;1
-3.87;-8.52;1
-3.15;-9.9;1
-4.91;-10;1
-5.64;-8.91;1
-4.71;-9.9;1
-4.86;-8.59;1
-5.02;-10.18;1
-4.3;-7.38;1
-5.67;-9.14;1
-4.39;-10.14;1
-5.27;-10.5;1
-2.55;-9.59;1
-3.41;-8.8;1
-5.38;-9.56;1
-4.36;-8.47;1
-3.21;-9.43;1
-7.28;-8.53;1
-5.38;-9.86;1
-4.45;-9.4;1
-4.42;-8.63;1
-4.94;-10.11;1
-5.01;-9.3;1
-4.49;-9.18;1
-5.05;-9.37;1
-5.96;-8.64;1
-4.27;-11.03;1
-5.02;-11;1
-3.87;-9.48;1
-7.64;-10.44;1
-2.9;-8.62;1
-3.26;-9.8;1
-6.21;-7.34;1
-3.35;-9.55;1
-3.47;-9.01;1
-4.65;-9.34;1
-4.67;-11.07;1
-5.07;-8.54;1
-6.28;-9.07;1
-5.34;-9.88;1
-0.09;-7.17;1
0.48;-8.67;1
0.46;-8.93;1
0.16;-8.42;1
2.13;-7.03;1
0.15;-9.35;1
0.01;-6.23;1
0.58;-9.14;1
-0.94;-9.1;1
0.03;-6.66;1
-0.5;-6.86;1
-1.85;-9.39;1
0.82;-8.35;1
1.51;-7.49;1
-0.69;-7.04;1
-1.32;-6.39;1
-1.38;-7.4;1
-0.72;-6.82;1
2.33;-8.22;1
-0.72;-7.24;1
-1.62;-7.11;1
0.13;-5.95;1
0.73;-6.57;1
0.13;-6.9;1
1.58;-7.49;1
-0.79;-7.5;1
-1.54;-7.94;1
-1.22;-8.03;1
-0.69;-5.97;1
2.66;-7.07;1
-0.83;-6.63;1
-1.08;-8.11;1
1.12;-8.49;1
-0.56;-7;1
1.04;-6.89;1
-0.01;-6.32;1
-0.95;-5.77;1
0.47;-6.78;1
-1;-6.51;1
-1.04;-6.65;1
-0.67;-4.97;1
-1.48;-6.54;1
-0.46;-8.04;1
-0.11;-6.72;1
1.85;-8.87;1
1.86;-5.68;1
2.19;-6.26;1
-1.69;-8.25;1
0.03;-7.01;1
0.09;-7.06;1
0.08;-8.47;1
0.19;-8.13;1
-2.75;-6.59;1
-0.31;-7.46;1
-0.21;-6.05;1
-1.61;-8.28;1
-0.08;-7.78;1
-0.05;-9.01;1
0.7;-6.55;1
0.44;-6.2;1
2.05;-8.65;1
-1.85;-8.12;1
0.25;-9.09;1
-0.3;-8.84;1
1.38;-7.33;1
0.63;-5.76;1
-1.64;-8.09;1
-1.47;-6.98;1
0.54;-7.08;1
-0.33;-6.63;1
-0.5;-8.49;1
-0.05;-8.36;1
-0.22;-8.55;1
1.82;-6.17;1
0.29;-7.49;1
0.76;-7.15;1
-0.63;-7.97;1
1.02;-6.09;1
0.12;-8.28;1
1.44;-8.4;1
0.91;-7.48;1
-0.93;-7.64;1
-0.78;-8.38;1
0.73;-7.58;1
-0.19;-6.62;1
1.05;-7.52;1
0.2;-6.54;1
-0.92;-5.37;1
-0.62;-8.67;1
0.31;-8.04;1
1.42;-6.75;1
-1.32;-7.34;1
1.39;-7.88;1
-2.16;-7.55;1
2.19;-8.26;1
0.25;-7.79;1
0.47;-7.66;1
-0.38;-8.38;1
-1.02;-7.38;1
1.26;-5.25;1
1.91;-4.65;1
1.98;-1.27;1
3.8;-0.97;1
4.48;-3.33;1
2.58;-1.49;1
4.02;-2.02;1
2.75;-2.43;1
3.63;-3.06;1
2.75;-2.87;1
3.25;-0.23;1
2.58;-1.91;1
5.25;-3.4;1
4.22;-1.42;1
2.58;-0.93;1
4.36;-3.35;1
3.1;-2.92;1
4.22;-1.74;1
3.01;-1.89;1
0.06;-2.19;1
1.55;-0.53;1
3.56;-2.07;1
4.93;-3.08;1
3.59;-2.12;1
5.6;-5.42;1
4.16;-1.96;1
3.05;-0.95;1
3.53;-0.82;1
3.05;-1.51;1
2.09;-2.75;1
3.22;-2.26;1
3.12;-1.84;1
4.28;-0.35;1
2.99;-2.2;1
2.23;-2.45;1
4.24;-1.54;1
2.24;-4.09;1
4.1;-2.18;1
3.29;-2.91;1
2.08;-3.11;1
3.01;-2.97;1
3.68;-3.8;1
3.82;-2.91;1
5.1;-3.44;1
5.01;-1.32;1
2.6;-3.08;1
3.15;0.08;1
1.59;-2.66;1
4.84;-1.98;1
4.99;-3.83;1
3.26;-2.16;1
3.38;-2.63;1
6.34;-2.21;1
3.66;-3.5;1
5.67;-0.98;1
3.47;-2.76;1
3.2;-3.18;1
4.88;0.03;1
2.51;-1.69;1
3.33;-2.55;1
3.92;-3.55;1
3.83;-1.92;1
3.66;-2.31;1
3.74;-3.67;1
4.06;-1.89;1
3.76;-2.52;1
4.1;-0.86;1
2.33;-1.81;1
3.12;-2.11;1
1.69;-1.49;1
4.89;-1.6;1
5.21;-2.92;1
4.61;-2.41;1
3.83;-1.5;1
3.82;-2.39;1
3.27;-2.56;1
3.74;-1.49;1
5.44;-2.75;1
2.01;-2.86;1
3.64;-3.33;1
4.57;-1.91;1
4.11;-2.21;1
4.34;-2.77;1
4.67;0.22;1
2.59;-3.1;1
2.9;-1.67;1
2.44;-2.39;1
2.37;-1.56;1
3.6;-2.11;1
3.23;-2.1;1
2.36;-2.03;1
1.29;-1.18;1
2.45;-0.82;1
4.44;-1.93;1
2.67;-0.77;1
3.48;-0.35;1
3.36;-1.26;1
4.51;-2.38;1
2.88;-2.89;1
3.9;-2.18;1
3.82;-0.54;1
8.01;-1.57;1
5.34;-2.04;1
5.58;-1.99;1
5.94;-1.63;1
5.65;-2.43;1
6.81;-2.1;1
8.18;-0.45;1
6.53;-2.98;1
4.79;-1.11;1
6.31;-1.69;1
6.26;0.27;1
6.71;-3.45;1
7.25;-0.51;1
4.77;-3.46;1
6.03;-1.38;1
6.77;-2.22;1
6.55;-2.03;1
5.68;-1.92;1
4.33;-2.31;1
7.15;-2.83;1
7.76;-0.42;1
7.51;-1.32;1
7.37;-1.18;1
6.2;-2.9;1
8.43;-1.25;1
7.15;-1.05;1
5.99;-2.29;1
4.03;-2.83;1
6.98;-1.18;1
6.11;-1.58;1
7.51;-2.1;1
7.23;-1.75;1
6.65;-3.89;1
5.43;-2.41;1
9.46;-0.81;1
5.84;-1.45;1
6.53;-3.22;1
4.88;-4.01;1
6.1;-0.55;1
7.41;-1.68;1
8.02;-2.43;1
6.44;-1.25;1
7.27;-1.65;1
4.8;-0.75;1
7.67;-3.61;1
6.61;-0.32;1
6.83;-2.15;1
5.6;-1;1
7.59;-0.7;1
6.03;-0.14;1
6.14;-2.7;1
6.25;-2.43;1
6.25;-2.4;1
5.36;-1.73;1
6.09;-0.05;1
4.39;-2.12;1
5.74;0.38;1
7.3;-2.23;1
5.21;-0.61;1
6;-2.8;1
5.13;-1.7;1
7.07;-1.9;1
8.19;-2.08;1
6.56;-0.78;1
7.04;-2.46;1
6.17;-2.03;1
5.58;-0.97;1
6.05;-0.36;1
6.86;-2.63;1
5.27;-0.2;1
7.3;-0.43;1
7.6;-1.79;1
5.74;-1.71;1
5.76;-2.03;1
7.58;-1.93;1
4.77;-1.63;1
6.53;-0.8;1
6.24;-2.53;1
4.51;-0.96;1
6.13;-1.08;1
5.95;-2.06;1
5.34;-2.01;1
6.01;-0.21;1
6.13;-1.11;1
6.46;-1.88;1
7.43;-2.27;1
7.11;-0.84;1
6.36;-1.07;1
7.91;-0.76;1
7.15;-2.05;1
4.56;0.12;1
7.21;-1.39;1
6.22;-1.31;1
6.81;0.44;1
7.23;-0.53;1
6.56;-1.8;1
5.7;-1.6;1
8.45;-1.13;1
6.02;-2.48;1
6.73;0.22;1
7.24;-8.52;1
6.05;-7.61;1
4.92;-7.98;1
4.9;-8.78;1
4.51;-6.88;1
5.74;-7.62;1
3.8;-8.97;1
4.51;-6.74;1
4.37;-7.25;1
6.72;-7.39;1
3.04;-8.38;1
4.4;-7.4;1
5.76;-8.88;1
3.66;-8.59;1
4.15;-8.21;1
5.13;-7.23;1
3.3;-7.64;1
5.75;-8.14;1
5.95;-7.42;1
3.59;-8.16;1
5.89;-7.22;1
3.83;-6.84;1
5.88;-7.26;1
4.99;-8.5;1
4.26;-9.16;1
5.51;-8.68;1
4.24;-6.69;1
5.73;-8.1;1
4.76;-9.34;1
4.1;-8.55;1
5.81;-6.78;1
3.99;-7.06;1
1.94;-8.64;1
3.38;-7.55;1
4.81;-7.88;1
2.33;-9.11;1
3.34;-7.47;1
4.51;-8.13;1
3.45;-7.9;1
5.85;-8.34;1
5.51;-8.61;1
6.4;-8.01;1
4.6;-7.44;1
4.27;-8.55;1
5.5;-9.88;1
5.77;-8.71;1
5.35;-7.49;1
7.28;-9.55;1
6.05;-8.47;1
5.69;-8.74;1
6.43;-9.44;1
4.61;-8.77;1
5.97;-7.48;1
6.11;-7.58;1
4;-7.52;1
5.26;-9.07;1
3.84;-8.19;1
3.94;-7.79;1
6.48;-8.86;1
4.77;-7.66;1
5.88;-8.86;1
3.21;-7.63;1
5.35;-7.19;1
3.72;-8.53;1
