"Cell","Case","Class","AngleCh1","AngleStatusCh1","AreaCh1","AreaStatusCh1","AvgIntenCh1","AvgIntenCh2","AvgIntenCh3","AvgIntenCh4","AvgIntenStatusCh1","AvgIntenStatusCh2","AvgIntenStatusCh3","AvgIntenStatusCh4","ConvexHullAreaRatioCh1","ConvexHullAreaRatioStatusCh1","ConvexHullPerimRatioCh1","ConvexHullPerimRatioStatusCh1","DiffIntenDensityCh1","DiffIntenDensityCh3","DiffIntenDensityCh4","DiffIntenDensityStatusCh1","DiffIntenDensityStatusCh3","DiffIntenDensityStatusCh4","EntropyIntenCh1","EntropyIntenCh3","EntropyIntenCh4","EntropyIntenStatusCh1","EntropyIntenStatusCh3","EntropyIntenStatusCh4","EqCircDiamCh1","EqCircDiamStatusCh1","EqEllipseLWRCh1","EqEllipseLWRStatusCh1","EqEllipseOblateVolCh1","EqEllipseOblateVolStatusCh1","EqEllipseProlateVolCh1","EqEllipseProlateVolStatusCh1","EqSphereAreaCh1","EqSphereAreaStatusCh1","EqSphereVolCh1","EqSphereVolStatusCh1","FiberAlign2Ch3","FiberAlign2Ch4","FiberAlign2StatusCh3","FiberAlign2StatusCh4","FiberLengthCh1","FiberLengthStatusCh1","FiberWidthCh1","FiberWidthStatusCh1","IntenCoocASMCh3","IntenCoocASMCh4","IntenCoocASMStatusCh3","IntenCoocASMStatusCh4","IntenCoocContrastCh3","IntenCoocContrastCh4","IntenCoocContrastStatusCh3","IntenCoocContrastStatusCh4","IntenCoocEntropyCh3","IntenCoocEntropyCh4","IntenCoocEntropyStatusCh3","IntenCoocEntropyStatusCh4","IntenCoocMaxCh3","IntenCoocMaxCh4","IntenCoocMaxStatusCh3","IntenCoocMaxStatusCh4","KurtIntenCh1","KurtIntenCh3","KurtIntenCh4","KurtIntenStatusCh1","KurtIntenStatusCh3","KurtIntenStatusCh4","LengthCh1","LengthStatusCh1","MemberAvgAvgIntenStatusCh2","MemberAvgTotalIntenStatusCh2","NeighborAvgDistCh1","NeighborAvgDistStatusCh1","NeighborMinDistCh1","NeighborMinDistStatusCh1","NeighborVarDistCh1","NeighborVarDistStatusCh1","PerimCh1","PerimStatusCh1","ShapeBFRCh1","ShapeBFRStatusCh1","ShapeLWRCh1","ShapeLWRStatusCh1","ShapeP2ACh1","ShapeP2AStatusCh1","SkewIntenCh1","SkewIntenCh3","SkewIntenCh4","SkewIntenStatusCh1","SkewIntenStatusCh3","SkewIntenStatusCh4","SpotFiberCountCh3","SpotFiberCountCh4","SpotFiberCountStatusCh3","SpotFiberCountStatusCh4","TotalIntenCh1","TotalIntenCh2","TotalIntenCh3","TotalIntenCh4","TotalIntenStatusCh1","TotalIntenStatusCh2","TotalIntenStatusCh3","TotalIntenStatusCh4","VarIntenCh1","VarIntenCh3","VarIntenCh4","VarIntenStatusCh1","VarIntenStatusCh3","VarIntenStatusCh4","WidthCh1","WidthStatusCh1","XCentroid","YCentroid"
207827711,"Test","WS",13.6666708189353,2,424,0,174.355555555556,388.427160493827,38.762962962963,126.728395061728,1,1,0,0,1.03846153846154,0,0.972515602289283,0,67.2513089005236,27.1884816753927,84.1413612565445,0,0,0,7.38312109309626,5.24716675831514,5.99783969891543,1,0,0,23.2488639529001,0,1.46517203304761,0,806.95328782358,0,550.756682234161,0,1698.0612244898,0,6579.66573197636,0,0.524701212902719,0.53992349827003,0,0,20.2490835119342,0,20.2490835119342,1,0.0953916880743605,0.0936004207017632,0,0,4.30293664119521,3.94143508206833,0,2,5.51870982408609,5.55041860303507,0,0,0.300791556728232,0.300791556728232,0,0,-0.62539263400019,-0.358350176819863,-0.531553952019726,0,0,0,28.2843601969776,0,0,0,334.728366992964,1,28.6666666666667,0,130.460437861669,0,80.9963340477369,0,0.757457412350446,1,1.42743908754069,0,1.1972549111612,0,-0.569138209165689,0.765362038663113,0.818637843916991,2,0,0,1,4,0,0,70614,157313,15699,51325,1,1,0,0,67.8440259112905,40.9297273247107,139.875059977099,0,0,0,19.8147580823979,0,473,15
207932484,"Train","WS",109.416426339951,0,256,0,18.8285714285714,125.938775510204,13.6,46.8,0,0,0,0,1.08187134502924,0,0.9204595196506,0,28.0200445434298,14.8708240534521,32.6971046770601,2,2,2,5.38327217931088,4.15118272863746,6.1940345736679,2,0,0,18.0824497411445,0,1.37874785101652,0,368.309652862156,0,267.133437481415,0,1027.22222222222,0,3095.78236772001,0,0.36423598827108,0.480868569164531,0,0,22.2974337811907,0,12.0578760998205,0,0.108161298130552,0.00995182951397715,0,0,6.16058459340397,10.5906853990554,0,0,5.04406682956585,7.126899927617,0,0,0.315315315315315,0.0585585585585586,0,0,-0.364691438040118,1.08333285939406,-0.62627037569786,0,0,0,23.0554683732469,0,0,0,263.634512997657,0,38.4303784905861,0,88.504105548321,2,68.7106197620226,0,0.634791385440789,0,1.31393689731363,0,1.39736414145144,0,0.546737216176003,1.43236317491446,0.703800653492175,0,0,0,0,5,2,0,4613,30855,3332,11466,0,0,0,0,13.9229365891433,18.6430268191512,40.3317467501516,0,0,2,17.546861208011,0,211,495
207827674,"Test","PS",52.2054470018701,2,236,0,18.1902654867257,5.32743362831858,17.0884955752212,1.91150442477876,0,2,0,2,1.29265770423992,1,0.801362221242282,2,28.5204081632653,16.9132653061224,5.91836734693878,2,0,2,5.2933906311275,4.99377848763553,2.42369780768774,2,0,2,17.3671455519886,0,3.37831931521193,1,510.780792091301,0,151.193757733721,0,947.560090702948,0,2742.73566908227,0,0,0,2,2,43.6427572507682,0,5.80620857181761,2,0.00547596571180559,0.103488064236111,0,0,38.7715625,11.704375,1,1,7.73926477057199,4.5123667375356,1,2,0.0208333333333333,0.295,2,0,-0.00123601337936127,-0.0982068919886745,0.287658056859282,0,0,0,34.7554255167145,0,0,0,204.260673081363,0,29.3174431295659,0,78.312290814345,2,98.8979316451716,0,0.545333065400087,2,2.78073934477559,1,3.07154701347781,1,0.631169445547913,0.186035384292545,1.21015924262689,0,2,0,0,6,2,0,4111,1204,3862,432,0,2,0,2,12.2692540728741,9.36247218139128,2.57818459187922,0,2,2,12.4986275977331,2,347,252
207932302,"Test","PS",92.9014641559014,0,187,0,40.2402234636872,213.189944134078,44.195530726257,136.251396648045,0,0,0,0,1.03523035230352,0,0.979602852023696,0,32.1158536585366,25.609756097561,90.2743902439024,0,0,0,5.92933569711936,6.05530263235209,6.82164077719664,0,0,0,15.456129220361,0,1.53548946877937,0,242.730593602218,0,158.080272471797,0,750.501133786848,0,1933.30708397283,0,0.62598563257067,0.732745916718903,1,1,13.7078750893004,0,13.7078750893004,0,0.00954565113139158,0.00864414533296295,0,0,16.4210956968052,16.4709153122327,1,1,7.2366058046366,7.14245156510477,0,0,0.0658682634730539,0.0359281437125749,0,0,-0.930684432051194,-0.58857200855461,6.77412126429555,0,0,1,18.7158891580863,0,0,0,190.955265978317,2,23.9010739898541,0,75.4431218652626,2,54.8315003572018,0,0.79683601149651,1,1.48764230652562,0,1.23712368313213,0,-0.0828397435401877,0.086415591453281,2.00188196183822,0,2,1,2,4,0,0,7203,38161,7911,24389,0,0,0,0,21.2451335723907,23.8620519219332,101.395285091722,0,0,0,12.5809067650121,2,229,277
207932459,"Train","PS",104.278653971599,0,258,0,17.5708502024291,124.368421052632,22.4615384615385,71.2064777327935,0,0,0,0,1.07572815533981,0,0.931300185891293,0,27.8761061946903,16.1194690265487,36.1858407079646,2,0,0,5.18427760984627,5.4862246378924,6.62463901595002,2,0,0,18.1561056458085,0,1.61605288830923,0,403.640527615644,0,249.769379786788,0,1035.60770975057,0,3133.76716430751,0,0.359418412121278,0.244307807602772,0,0,26.5285566331076,0,10.1742391624032,0,0.0130348806631185,0.00896299047732145,0,0,9.4020564042303,10.3015276145711,0,0,6.95748710195191,7.14478378777412,0,0,0.0739130434782609,0.0347826086956522,0,0,-0.556261231459724,-0.512318606372886,-0.647157526748154,0,0,0,26.3196038368232,0,0,0,231.152945436626,0,29.848920414089,0,103.458120548506,0,73.4055915910215,0,0.557002198187631,2,1.49032271695925,0,1.58865752761098,0,0.443092384148409,0.555675494193287,0.137225244831249,0,0,0,1,4,0,0,4340,30719,5548,17588,0,0,0,0,12.3249705588758,17.7471426240211,41.9285332602849,0,0,2,17.6603386215061,0,172,207
207827779,"Train","PS",77.9919429315845,0,358,0,42.2836257309942,217.131578947368,42.3216374269006,67.5409356725146,0,0,0,0,1.0378301213419,0,0.961269792079781,0,43.309375,43.365625,56.04375,0,0,0,6.13658265703465,5.87002694789525,5.99569934093498,0,0,0,21.3642316104992,0,1.46821024364656,0,626.83730449226,0,426.939743272326,0,1433.91836734694,0,5105.76068509147,0,0.478963805329504,0.466576855709645,0,0,25.1269583288202,0,14.6108860868071,0,0.0249826387044088,0.0442250988476806,0,0,11.8410769411121,8.08477589777656,0,0,6.7948636810031,6.36163505819174,0,0,0.140127388535032,0.199386503067485,0,0,-0.261787170964238,0.809501425829142,0.728679347990055,0,0,0,27.8042084459973,0,0,0,213.948710742099,0,11.4465384562489,2,105.150591975946,0,79.4756888312545,0,0.663542429442453,0,1.43095288164102,0,1.36911424659305,0,0.256518283103851,1.07109398577385,1.04544620516087,0,0,0,1,5,0,0,14461,74259,14474,23099,0,0,0,0,20.9564773377977,42.3163600412818,66.9657092772678,0,0,0,19.430554844064,0,276,385
207827784,"Train","PS",13.6599724743225,2,158,0,31.4105960264901,102.211920529801,41.4900662251656,116.119205298013,0,0,0,0,1.37931034482759,1,0.896038690658644,0,38.4503816793893,37.6488549618321,74.9236641221374,0,0,0,5.75626090879832,5.81434743205889,6.12137748454536,2,0,0,14.1958923758281,2,1.47769368797401,0,184.49269735769,0,124.851786848083,0,633.104308390023,0,1497.91343742965,0,0.724509882569051,0.597204582507185,1,1,27.6324863791854,0,6.05032986544081,2,0.0123197174814308,0.0208874822729718,0,0,11.9135780885781,6.15489510489512,0,0,6.79691998692845,6.48546518621889,0,0,0.0681818181818182,0.113636363636364,0,0,-0.365908061414884,-0.278824668690064,-0.707398536288731,0,0,0,20.5669112740516,0,0,0,228.970126563939,0,17.4047619047619,0,112.561225595896,0,67.3656324892525,0,0.442380807076391,2,1.18227674704136,0,2.16005757979321,0,0.41807947283813,0.881334809417757,0.725883896872257,0,0,0,4,4,1,0,4743,15434,6265,17534,0,2,0,0,20.5858794024103,40.6530901947161,109.643608520673,0,0,0,17.3960211308563,0,239,404
207827790,"Test","WS",23.0710659327011,2,313,0,215.411371237458,568.913043478261,150.652173913043,378.612040133779,1,1,1,1,1.0402576489533,0,0.957661756770252,0,73.8741007194245,78.3201438848921,191.553956834532,1,1,1,7.46885884484172,6.81352018079415,7.54013513514613,1,1,1,19.9760593041039,0,1.76245801129401,0,561.41979656929,0,318.543643577126,0,1253.63038548753,0,4173.76582098759,0,0.48762836106489,0.461769310521407,0,0,18.6808464245875,0,17.4222156371624,1,0.0220572696574447,0.0103501576309091,0,0,4.81842122290521,5.87065674538984,0,0,6.54645220569389,7.08796992255413,0,0,0.127272727272727,0.0545454545454545,0,0,-0.370863990465207,-0.420947952937751,-0.444330361548958,0,0,0,26.6182222368723,0,0,0,314.1310511533,1,22.7322605328692,0,126.522327266881,0,72.2061241234998,0,0.76099894406937,1,1.72041265648248,0,1.27478133139253,0,0.275503481477615,0.770032681136194,0.68399455489894,0,0,0,1,2,0,0,64408,170105,45045,113205,1,1,1,1,100.075563446443,138.203909092996,304.338786517231,1,1,1,15.4719986141554,0,466,449
207827645,"Train","WS",106.844369325432,0,315,0,294.767441860465,491.734219269103,193.435215946844,400.451827242525,1,1,1,1,1.01451612903226,0,0.977543717247927,0,154.578014184397,100.315602836879,237.40780141844,1,1,1,7.40263495116104,6.76102507326777,7.56094161969484,1,1,1,20.0427575174131,0,1.01664705536952,0,430.681678887371,0,423.629495224214,0,1262.01587301587,0,4215.71302099726,0,0.273583155947408,0.0189748876166053,0,2,16.753579150457,0,16.753579150457,1,0.0331566571098034,0.00949084553090892,0,0,5.69680851063829,8.22517730496452,0,0,6.39014717384166,7.16184245225654,0,0,0.163120567375887,0.0460992907801418,0,0,38.9742849796824,-1.19024917815004,-1.33287518902538,1,0,0,21.2878357461897,0,0,0,288.197343812122,0,49.9258066314452,1,119.63998688348,0,67.014316601828,0,0.716174028852179,0,1.02867163139772,0,1.09982281490409,0,5.27421648983253,0.177126587576444,0.223907828539272,1,2,0,2,2,0,0,88725,148012,58224,120536,1,1,1,1,201.368686518205,152.312102933537,305.582829392597,1,1,1,20.6944909302735,0,95,95
207932306,"Test","PS",93.5911403733293,0,762,1,35.6409903713893,163.71939477304,77.5226960110041,213.110041265475,0,0,0,0,1.2026622296173,0,0.848713166724865,2,35.0058351568198,54.4106491611962,121.671043034282,0,0,0,6.24920394829852,7.02756570325004,7.24078700316384,0,1,0,31.1488078680401,1,1.87158038716806,0,2193.44833521817,1,1171.97655535231,1,3048.12471655329,1,15824.2418589571,1,0.454963151627323,0.415037257921978,0,0,55.0398262032171,1,14.3069072438784,0,0.0138805293059736,0.0386981219501827,0,0,7.77673076431983,3.7893874971271,0,2,7.09621160943644,6.23331951456403,0,0,0.0833333333333333,0.179039301310044,0,0,0.230696287331181,5.19308673577315,2.78681899078826,0,1,0,43.9373655060581,1,0,0,213.473077900904,0,46.9726665827659,1,127.928133794648,0,138.693466894191,1,0.603493543137962,0,1.52886068424486,0,1.94391269354692,0,0.668934773678243,1.93614592103396,1.62993746974324,0,1,1,2,12,0,1,25911,119024,56359,154931,0,1,1,1,21.198780767636,81.7583867502946,245.122042973378,0,0,1,28.7386326032445,1,77,344
